District,State,Accident_Date,Accident_Time,Weather_Condition,Road_Type,Vehicles_Involved,Casualties,Latitude,Longitude
Nellore,Andhra Pradesh,2023-04-29,09:37:28,Foggy,Highway,3,4,30.738606,85.355399
Dibrugarh,Assam,2023-09-04,20:23:55,Stormy,Urban Road,5,5,31.942463,72.190548
Haridwar,Uttarakhand,2022-06-23,13:37:40,Rainy,Urban Road,3,10,28.407045,87.003768
Dehradun,Uttarakhand,2024-04-28,21:39:55,Foggy,Highway,2,2,30.957547,83.919453
Bhubaneswar,Odisha,2022-11-05,16:36:39,Cloudy,Rural Road,2,6,18.530739,93.01589
Pune,Maharashtra,2024-11-19,20:03:52,Rainy,Urban Road,4,9,10.47382,90.780154
Vadodara,Gujarat,2021-03-27,11:18:46,Stormy,Highway,3,4,19.548237,68.16645
Kolkata,West Bengal,2022-10-12,23:22:47,Stormy,Highway,4,9,32.495612,73.586083
Warangal,Telangana,2023-07-25,17:00:49,Cloudy,Urban Road,2,3,13.931572,96.398285
Shillong,Meghalaya,2024-11-03,16:45:02,Rainy,Rural Road,3,0,31.847948,77.876041
New Delhi,Delhi,2022-04-29,22:57:37,Stormy,Highway,2,5,11.048472,83.989253
Bengaluru,Karnataka,2021-06-20,08:41:34,Stormy,Urban Road,1,0,36.390432,92.708883
Aizawl,Mizoram,2022-12-10,19:29:19,Stormy,Rural Road,3,4,9.977692,68.126746
New Delhi,Delhi,2024-07-01,22:22:33,Clear,Urban Road,3,6,19.625533,87.989275
Vijayawada,Andhra Pradesh,2023-12-14,09:03:56,Rainy,Urban Road,3,2,27.4697,81.339289
Kasaragod,Kerala,2024-10-20,14:46:26,Rainy,Highway,1,4,33.325733,91.836859
Udaipur,Rajasthan,2022-06-05,00:26:28,Cloudy,Urban Road,1,10,8.517479,79.879809
New Delhi,Delhi,2024-02-15,09:03:56,Rainy,Urban Road,5,1,20.003289,94.538725
Shillong,Meghalaya,2023-05-17,13:07:19,Foggy,Highway,1,4,33.400846,87.123618
Agartala,Tripura,2023-07-28,01:18:22,Stormy,Highway,3,4,30.69825,96.010709
Aizawl,Mizoram,2022-07-01,02:48:54,Foggy,Highway,4,0,22.778926,85.929024
Visakhapatnam,Andhra Pradesh,2022-08-31,15:59:29,Cloudy,Urban Road,5,7,23.230459,82.649533
Dibrugarh,Assam,2025-02-08,01:53:33,Clear,Rural Road,4,1,24.956641,85.920263
Gurgaon,Haryana,2024-08-22,22:20:35,Cloudy,Urban Road,5,10,27.537468,79.035517
Chennai,Tamil Nadu,2023-01-15,13:44:00,Stormy,Rural Road,5,1,26.214799,81.190298
Mumbai,Maharashtra,2024-03-28,19:28:39,Cloudy,Rural Road,3,9,8.71503,81.345002
Dehradun,Uttarakhand,2022-04-02,13:08:52,Clear,Rural Road,2,4,25.400858,73.127791
Faridabad,Haryana,2022-11-25,00:31:41,Clear,Highway,1,5,14.434791,91.752927
Shillong,Meghalaya,2024-09-15,22:11:39,Stormy,Urban Road,1,1,12.65627,93.362201
Aizawl,Mizoram,2024-01-11,11:03:33,Foggy,Rural Road,3,6,9.069951,73.675102
Jaipur,Rajasthan,2022-07-14,04:17:56,Clear,Urban Road,2,0,9.100267,87.904057
Bhopal,Madhya Pradesh,2022-08-21,09:01:00,Foggy,Highway,5,2,30.786269,76.724919
Aizawl,Mizoram,2021-04-10,13:48:21,Clear,Rural Road,3,5,18.776048,73.881968
Udaipur,Rajasthan,2024-12-22,04:31:51,Stormy,Rural Road,4,0,35.552997,85.224303
Haridwar,Uttarakhand,2022-02-13,18:19:13,Stormy,Urban Road,2,7,20.643214,81.351054
Tawang,Arunachal Pradesh,2021-05-21,08:09:40,Stormy,Highway,3,7,31.05857,95.714223
Agartala,Tripura,2022-10-08,18:44:19,Rainy,Highway,2,5,26.589522,79.663108
Guntur,Andhra Pradesh,2021-06-03,13:28:43,Clear,Rural Road,4,7,15.02132,91.637401
Mumbai,Maharashtra,2024-06-20,06:59:07,Stormy,Rural Road,3,7,23.964778,81.202085
Mysuru,Karnataka,2023-02-27,21:39:33,Stormy,Highway,2,4,24.670151,86.595303
Hyderabad,Telangana,2023-09-18,09:30:54,Stormy,Rural Road,4,7,27.864278,82.567252
Imphal,Manipur,2021-09-30,13:06:14,Stormy,Rural Road,1,6,22.055104,91.053832
Itanagar,Arunachal Pradesh,2021-09-26,06:59:14,Cloudy,Highway,5,3,29.309409,81.116607
New Delhi,Delhi,2022-06-25,11:09:16,Clear,Urban Road,2,3,26.841743,73.923069
Mysuru,Karnataka,2024-07-30,16:55:47,Rainy,Highway,1,9,12.990068,95.20185
New Delhi,Delhi,2023-10-26,01:55:19,Rainy,Highway,1,4,22.861593,70.641042
Cuttack,Odisha,2024-10-25,10:23:27,Cloudy,Highway,4,7,12.859541,83.344346
Warangal,Telangana,2023-08-04,07:56:09,Stormy,Highway,5,4,15.443546,73.216887
Ludhiana,Punjab,2024-05-21,14:45:24,Clear,Highway,5,10,14.417057,92.722217
Raipur,Chhattisgarh,2022-06-21,20:50:36,Cloudy,Urban Road,3,7,12.123229,84.537559
Panaji,Goa,2021-12-17,04:42:57,Foggy,Rural Road,2,5,25.008427,81.911025
Gaya,Bihar,2022-05-11,07:37:21,Foggy,Rural Road,2,7,9.41959,82.834953
Agartala,Tripura,2023-12-28,18:40:18,Foggy,Highway,3,8,27.52788,87.929022
Imphal,Manipur,2024-02-16,10:19:41,Foggy,Rural Road,3,4,20.298711,89.403653
Aizawl,Mizoram,2023-03-01,07:03:24,Rainy,Highway,2,9,19.860659,70.546021
Visakhapatnam,Andhra Pradesh,2022-01-02,23:11:29,Clear,Urban Road,5,0,11.099415,80.429089
Amritsar,Punjab,2021-12-03,22:01:46,Rainy,Highway,2,3,35.880104,86.3354
Kohima,Nagaland,2023-08-27,19:19:35,Cloudy,Highway,1,4,10.42214,74.257367
Udaipur,Rajasthan,2024-12-13,13:09:57,Rainy,Rural Road,5,0,26.354848,94.184132
Muzaffarpur,Bihar,2023-10-25,19:55:07,Cloudy,Urban Road,2,7,21.366145,81.983568
Itanagar,Arunachal Pradesh,2022-09-20,02:13:59,Foggy,Highway,1,6,18.109069,82.035381
Aizawl,Mizoram,2021-08-05,16:16:36,Clear,Urban Road,2,10,32.06811,78.657309
New Delhi,Delhi,2021-09-21,16:13:05,Foggy,Rural Road,5,5,34.764905,94.592873
Raipur,Chhattisgarh,2022-05-22,02:32:28,Clear,Urban Road,5,3,16.248476,82.631597
Dimapur,Nagaland,2023-02-01,00:47:27,Cloudy,Urban Road,4,10,25.867,82.594091
Jaipur,Rajasthan,2022-08-19,06:19:00,Stormy,Highway,1,8,30.526581,68.777179
Shillong,Meghalaya,2022-01-18,00:33:18,Clear,Highway,5,3,20.607525,96.25878
Bhubaneswar,Odisha,2021-12-23,23:43:17,Rainy,Rural Road,1,7,18.27163,78.650007
Hubli,Karnataka,2023-02-07,04:05:04,Clear,Highway,4,2,9.962289,74.455632
Vijayawada,Andhra Pradesh,2021-12-04,12:33:22,Stormy,Highway,2,6,19.37768,70.429641
Dehradun,Uttarakhand,2023-03-19,04:39:07,Clear,Highway,1,7,35.057123,96.463522
Imphal,Manipur,2024-06-09,08:08:26,Rainy,Highway,1,5,14.301,90.995866
Tawang,Arunachal Pradesh,2022-12-01,04:36:59,Stormy,Highway,5,3,33.297935,68.842158
Nagpur,Maharashtra,2022-06-25,19:38:05,Stormy,Urban Road,5,4,25.970424,68.273747
Panaji,Goa,2022-07-01,05:19:35,Clear,Rural Road,5,4,11.21164,92.623378
Dharamshala,Himachal Pradesh,2022-11-15,03:32:35,Foggy,Urban Road,5,2,24.776152,91.452816
Raipur,Chhattisgarh,2024-01-22,01:31:34,Foggy,Urban Road,2,6,29.676379,87.415104
Chennai,Tamil Nadu,2022-06-08,19:33:06,Cloudy,Rural Road,1,7,34.764313,74.781062
Kannur,Kerala,2022-06-07,11:57:17,Rainy,Highway,1,10,36.712119,75.769706
Raipur,Chhattisgarh,2021-03-11,10:32:07,Cloudy,Urban Road,1,3,31.748615,94.385025
Shimla,Himachal Pradesh,2023-08-09,11:49:34,Cloudy,Urban Road,4,1,25.86348,90.227858
Kohima,Nagaland,2024-01-07,14:28:52,Stormy,Urban Road,1,9,21.265492,80.136309
Darjeeling,West Bengal,2022-06-14,20:29:34,Rainy,Rural Road,1,9,21.584773,88.767723
Nellore,Andhra Pradesh,2023-10-26,23:02:12,Cloudy,Rural Road,2,10,13.527382,91.028422
Margao,Goa,2021-10-21,06:51:24,Stormy,Highway,3,9,11.084678,73.087687
Kohima,Nagaland,2021-09-19,01:37:22,Clear,Urban Road,2,7,26.656082,77.338762
Jamshedpur,Jharkhand,2025-01-16,20:23:44,Foggy,Rural Road,3,8,23.255878,71.13687
Varanasi,Uttar Pradesh,2021-12-16,20:33:02,Clear,Rural Road,5,0,22.932507,89.781235
Nagpur,Maharashtra,2023-10-02,03:03:26,Foggy,Urban Road,3,7,20.274634,74.049084
Kanpur,Uttar Pradesh,2021-11-24,11:40:54,Rainy,Rural Road,5,6,17.015765,79.302197
Gurgaon,Haryana,2022-10-26,21:18:20,Cloudy,Rural Road,2,7,11.747319,74.568634
New Delhi,Delhi,2022-09-28,07:40:58,Cloudy,Urban Road,2,4,31.736287,74.988024
New Delhi,Delhi,2022-10-14,13:24:17,Cloudy,Urban Road,3,5,9.378756,92.617363
Bhilai,Chhattisgarh,2022-07-29,07:56:28,Clear,Highway,1,10,35.993517,70.561184
Gurgaon,Haryana,2023-04-05,16:43:29,Stormy,Rural Road,2,10,33.615722,74.727548
Dehradun,Uttarakhand,2023-03-22,16:31:10,Clear,Rural Road,4,5,9.631796,71.577386
Cuttack,Odisha,2024-01-16,12:19:08,Clear,Highway,1,9,19.474703,92.003878
Imphal,Manipur,2022-02-10,10:26:12,Clear,Rural Road,2,3,8.263329,74.100287
Bhubaneswar,Odisha,2021-10-04,04:45:18,Cloudy,Rural Road,4,2,34.086588,80.963648
Agartala,Tripura,2023-10-17,08:02:25,Stormy,Rural Road,2,1,12.81821,94.044756
Agartala,Tripura,2022-11-13,23:05:22,Stormy,Rural Road,2,3,9.88851,69.844759
Guntur,Andhra Pradesh,2024-05-14,11:12:30,Cloudy,Rural Road,3,6,30.71281,75.809336
Mysuru,Karnataka,2024-06-09,05:45:33,Clear,Urban Road,1,4,32.156919,85.661451
New Delhi,Delhi,2022-01-25,05:17:10,Stormy,Urban Road,3,10,14.333247,82.074277
Hyderabad,Telangana,2024-07-08,12:17:31,Stormy,Highway,1,10,36.892747,91.256407
Kollam,Kerala,2023-10-10,08:56:41,Rainy,Urban Road,4,4,33.293092,86.474616
Wayanad,Kerala,2023-10-18,06:06:21,Clear,Urban Road,5,7,26.398431,80.70451
Kolkata,West Bengal,2022-12-18,06:48:32,Stormy,Highway,2,9,36.804156,68.793494
Kohima,Nagaland,2022-03-24,18:03:31,Clear,Urban Road,4,7,10.768857,81.320781
Aizawl,Mizoram,2024-09-11,11:06:06,Foggy,Highway,5,3,11.940935,85.705127
Guntur,Andhra Pradesh,2022-11-07,07:51:01,Clear,Urban Road,2,0,27.148865,77.230809
Dimapur,Nagaland,2024-10-28,08:23:33,Clear,Rural Road,5,10,19.441555,79.633387
Itanagar,Arunachal Pradesh,2021-04-12,17:04:05,Foggy,Urban Road,2,8,12.128665,90.852494
Darjeeling,West Bengal,2024-02-09,10:39:32,Cloudy,Rural Road,4,2,20.543677,94.955607
New Delhi,Delhi,2022-12-17,09:10:56,Stormy,Highway,2,3,15.322055,73.054003
Surat,Gujarat,2022-05-10,22:32:13,Clear,Urban Road,2,9,30.636126,81.585649
Dharamshala,Himachal Pradesh,2024-06-23,09:58:04,Stormy,Highway,1,7,28.726252,80.297209
Chennai,Tamil Nadu,2022-06-05,19:06:13,Foggy,Urban Road,4,1,27.516445,76.349578
Shillong,Meghalaya,2023-06-27,05:54:04,Clear,Rural Road,5,3,22.013979,89.888642
Jamshedpur,Jharkhand,2024-07-27,23:24:30,Rainy,Urban Road,2,7,18.20346,94.036649
Jaipur,Rajasthan,2023-01-05,20:56:46,Foggy,Urban Road,3,3,30.214477,80.322011
Hubli,Karnataka,2021-06-08,01:31:16,Foggy,Urban Road,3,8,23.563588,79.773121
Tawang,Arunachal Pradesh,2023-08-09,05:25:31,Rainy,Highway,5,5,28.385221,86.799469
Aizawl,Mizoram,2021-03-26,02:58:32,Clear,Rural Road,5,0,36.787851,73.056786
Thrissur,Kerala,2024-09-03,21:13:42,Clear,Highway,4,3,34.147308,93.360383
New Delhi,Delhi,2024-11-05,11:03:00,Foggy,Rural Road,5,3,9.425807,81.428143
New Delhi,Delhi,2023-06-01,14:44:46,Stormy,Highway,5,4,19.886541,73.365051
Wayanad,Kerala,2025-02-06,07:33:04,Clear,Rural Road,3,7,32.995741,88.574965
Ahmedabad,Gujarat,2024-08-03,12:15:24,Stormy,Rural Road,4,8,32.391227,92.618769
Kohima,Nagaland,2022-06-04,20:10:24,Clear,Urban Road,4,9,13.465551,77.508922
Pune,Maharashtra,2021-03-28,04:33:25,Cloudy,Urban Road,4,0,17.832978,73.45442
Amritsar,Punjab,2023-06-25,21:32:31,Cloudy,Urban Road,5,3,22.33635,77.955302
Cuttack,Odisha,2024-01-30,06:10:06,Clear,Urban Road,4,1,34.57665,92.69827
Thiruvananthapuram,Kerala,2024-02-28,05:01:58,Stormy,Urban Road,5,0,20.603268,82.104915
Vadodara,Gujarat,2022-11-20,10:28:06,Stormy,Highway,1,4,20.517084,83.675779
Cuttack,Odisha,2023-12-27,08:55:13,Stormy,Highway,5,6,13.777798,81.500215
Itanagar,Arunachal Pradesh,2023-12-06,02:19:00,Clear,Highway,5,1,14.307106,69.340128
Agartala,Tripura,2024-10-27,19:50:40,Stormy,Highway,4,4,33.036469,76.413795
Dibrugarh,Assam,2022-01-03,16:32:03,Cloudy,Highway,2,7,24.000358,76.641376
Dimapur,Nagaland,2023-12-11,09:20:07,Foggy,Highway,3,5,22.121257,69.576297
Itanagar,Arunachal Pradesh,2023-06-23,20:13:21,Cloudy,Highway,4,5,13.71292,83.339604
Warangal,Telangana,2024-01-19,04:50:28,Rainy,Urban Road,4,0,20.355566,93.243384
Imphal,Manipur,2024-12-10,21:38:04,Cloudy,Highway,1,3,26.27938,69.421188
Amritsar,Punjab,2024-10-31,08:51:26,Cloudy,Rural Road,4,5,20.538601,95.973271
Shimla,Himachal Pradesh,2023-06-06,06:36:39,Foggy,Highway,2,10,19.343501,79.223
Aizawl,Mizoram,2021-05-05,16:56:50,Cloudy,Rural Road,2,0,8.185346,72.238931
Jamshedpur,Jharkhand,2021-05-17,23:38:39,Stormy,Highway,2,3,30.584113,91.438289
Margao,Goa,2022-07-29,21:15:07,Cloudy,Urban Road,2,0,13.91911,76.072974
Mumbai,Maharashtra,2022-09-11,07:03:03,Rainy,Urban Road,4,5,22.913635,80.7196
Hyderabad,Telangana,2022-03-22,14:42:11,Cloudy,Rural Road,2,8,36.110444,69.23129
New Delhi,Delhi,2024-07-17,12:57:17,Foggy,Rural Road,5,7,22.316712,87.447133
Varanasi,Uttar Pradesh,2022-08-14,16:57:32,Foggy,Rural Road,4,10,10.787638,76.385944
Vadodara,Gujarat,2021-05-09,19:47:44,Rainy,Urban Road,5,2,32.597443,87.979765
Gaya,Bihar,2025-02-08,16:30:39,Rainy,Rural Road,1,9,34.206463,90.645492
Shillong,Meghalaya,2024-06-02,10:44:04,Clear,Rural Road,4,9,11.274971,88.262345
Haridwar,Uttarakhand,2025-02-01,07:43:01,Cloudy,Highway,5,9,22.450039,87.771818
Dibrugarh,Assam,2024-02-24,13:19:22,Clear,Highway,2,8,31.031373,79.210731
Thrissur,Kerala,2024-08-04,20:33:30,Stormy,Urban Road,3,5,24.158863,86.465317
Malappuram,Kerala,2022-12-25,14:46:25,Rainy,Urban Road,2,10,31.88177,82.831529
Imphal,Manipur,2024-11-17,12:40:56,Stormy,Highway,1,10,17.106763,94.234111
Aizawl,Mizoram,2023-08-03,12:18:34,Stormy,Urban Road,5,5,8.958887,90.567325
Jamshedpur,Jharkhand,2023-08-13,06:18:48,Stormy,Highway,1,7,36.119143,68.958751
Patna,Bihar,2024-10-18,02:32:57,Foggy,Highway,5,6,14.797631,69.168792
New Delhi,Delhi,2025-01-13,14:05:27,Cloudy,Urban Road,1,1,22.519114,71.025848
Dibrugarh,Assam,2023-05-23,01:29:40,Cloudy,Urban Road,2,4,33.477765,79.932856
Shillong,Meghalaya,2024-07-06,19:22:31,Clear,Rural Road,2,5,25.444042,84.554809
Bhilai,Chhattisgarh,2024-07-08,17:34:21,Cloudy,Rural Road,5,9,9.623327,75.529034
Darjeeling,West Bengal,2022-02-24,12:52:53,Stormy,Rural Road,5,2,18.858795,96.358151
Shimla,Himachal Pradesh,2021-08-10,22:44:37,Clear,Urban Road,4,6,14.290888,88.317743
Bhilai,Chhattisgarh,2022-06-29,06:16:00,Foggy,Rural Road,1,9,9.445316,74.245832
Mumbai,Maharashtra,2021-12-23,21:43:18,Rainy,Highway,5,6,10.990099,77.582287
Haridwar,Uttarakhand,2021-11-28,14:04:22,Foggy,Highway,1,2,28.693463,78.822586
Imphal,Manipur,2022-12-25,09:05:41,Stormy,Highway,5,1,9.872662,84.189624
Darjeeling,West Bengal,2024-05-16,02:21:14,Foggy,Highway,5,2,36.701808,82.350088
Shimla,Himachal Pradesh,2021-12-17,03:07:17,Foggy,Highway,3,8,21.924371,93.786556
Amritsar,Punjab,2021-04-05,19:13:09,Foggy,Urban Road,4,0,30.2453,89.020009
Muzaffarpur,Bihar,2021-07-24,03:16:52,Stormy,Urban Road,1,10,25.996915,68.700947
Surat,Gujarat,2023-08-16,06:16:25,Rainy,Rural Road,2,3,32.249103,96.031098
Nellore,Andhra Pradesh,2022-09-11,18:12:43,Rainy,Urban Road,2,0,21.33305,71.772955
Dibrugarh,Assam,2022-09-10,02:19:44,Stormy,Highway,2,8,17.081293,68.910152
Chennai,Tamil Nadu,2021-08-24,20:48:26,Stormy,Highway,1,9,15.384798,74.985296
Gurgaon,Haryana,2021-12-28,17:35:08,Stormy,Rural Road,5,6,12.882091,94.811558
Hyderabad,Telangana,2022-11-16,03:54:13,Rainy,Urban Road,5,0,23.299875,70.683182
New Delhi,Delhi,2021-11-06,10:02:45,Rainy,Highway,4,7,28.122684,68.732575
Bhilai,Chhattisgarh,2021-09-06,12:18:21,Foggy,Urban Road,2,5,26.65771,72.928912
New Delhi,Delhi,2023-01-04,01:08:15,Clear,Urban Road,1,6,23.297636,71.486995
Shillong,Meghalaya,2024-04-03,08:53:13,Cloudy,Highway,3,5,15.888905,69.833624
New Delhi,Delhi,2023-09-13,00:20:39,Rainy,Rural Road,5,1,27.766941,77.962627
Shillong,Meghalaya,2023-01-09,09:55:56,Foggy,Urban Road,1,7,19.479949,78.857188
Ludhiana,Punjab,2022-04-03,13:10:01,Rainy,Urban Road,3,0,25.283666,70.494664
Mumbai,Maharashtra,2024-03-20,08:19:29,Clear,Highway,3,7,35.549184,82.211662
Lucknow,Uttar Pradesh,2021-05-07,01:35:49,Foggy,Highway,3,2,11.979345,75.804047
Amritsar,Punjab,2022-07-06,08:55:55,Clear,Highway,1,8,34.395349,70.192204
Jaipur,Rajasthan,2023-02-14,22:30:06,Clear,Urban Road,3,9,17.286766,88.619945
Bhopal,Madhya Pradesh,2023-02-09,01:10:14,Cloudy,Highway,2,0,9.878266,80.226304
Shimla,Himachal Pradesh,2022-04-02,19:57:09,Cloudy,Urban Road,1,3,23.21476,70.017307
Amritsar,Punjab,2023-04-06,18:40:22,Cloudy,Highway,5,10,8.823962,83.363974
Darjeeling,West Bengal,2021-11-10,15:11:17,Stormy,Urban Road,3,0,36.408769,88.355969
Vadodara,Gujarat,2023-02-19,08:01:01,Clear,Highway,2,4,28.135623,89.686102
Patna,Bihar,2021-07-19,21:00:28,Foggy,Rural Road,4,3,20.058336,91.328825
Surat,Gujarat,2023-08-06,07:20:44,Clear,Urban Road,4,9,8.501598,95.263017
Dibrugarh,Assam,2022-06-29,15:09:39,Clear,Urban Road,5,10,26.301211,91.849706
Shillong,Meghalaya,2023-04-29,14:27:56,Foggy,Urban Road,4,0,23.938157,73.550492
Shimla,Himachal Pradesh,2022-07-04,13:51:40,Stormy,Urban Road,4,5,33.995921,94.736337
Ahmedabad,Gujarat,2022-05-28,16:45:06,Clear,Rural Road,5,1,20.852173,76.9185
Jamshedpur,Jharkhand,2022-03-08,05:43:09,Cloudy,Rural Road,2,9,31.617909,87.184063
Bhilai,Chhattisgarh,2023-06-05,13:53:45,Foggy,Rural Road,1,0,29.627375,72.099319
Guwahati,Assam,2024-07-09,09:43:18,Clear,Urban Road,5,10,14.641041,93.129915
Shillong,Meghalaya,2021-03-12,12:11:14,Cloudy,Highway,2,8,10.255101,71.687455
New Delhi,Delhi,2025-01-17,02:41:03,Clear,Urban Road,4,1,20.402826,82.841769
Hyderabad,Telangana,2024-09-05,22:22:54,Cloudy,Urban Road,5,3,31.966941,86.397097
Kolkata,West Bengal,2022-05-31,02:55:36,Clear,Highway,1,2,25.692159,68.720944
Ahmedabad,Gujarat,2024-12-30,19:40:56,Stormy,Rural Road,2,0,14.212297,77.967386
Imphal,Manipur,2021-09-22,13:53:08,Clear,Highway,1,4,25.550245,86.208501
Warangal,Telangana,2023-05-29,15:34:09,Clear,Rural Road,2,6,23.997022,73.44602
Ludhiana,Punjab,2022-12-18,16:04:51,Rainy,Rural Road,2,6,22.198057,90.616386
Nagpur,Maharashtra,2023-09-09,01:18:30,Rainy,Rural Road,2,6,30.943425,72.796176
Ludhiana,Punjab,2021-03-15,07:35:45,Stormy,Urban Road,3,10,27.47725,82.473851
Bhopal,Madhya Pradesh,2021-11-25,23:36:03,Cloudy,Rural Road,2,1,29.871812,71.946731
Lucknow,Uttar Pradesh,2024-03-07,13:29:09,Stormy,Rural Road,2,8,20.466462,74.717976
Shillong,Meghalaya,2024-01-07,01:26:08,Foggy,Urban Road,3,9,15.617412,90.858963
Muzaffarpur,Bihar,2023-07-04,07:51:55,Clear,Rural Road,4,4,10.801319,83.746192
Cuttack,Odisha,2023-11-19,14:34:42,Clear,Highway,2,10,26.602865,91.000575
Imphal,Manipur,2023-01-07,05:34:00,Stormy,Highway,1,0,10.895107,81.444698
Bhubaneswar,Odisha,2022-12-21,14:09:35,Rainy,Highway,3,9,26.899739,86.374127
Madurai,Tamil Nadu,2022-08-03,20:40:05,Stormy,Highway,4,6,10.790423,90.818052
Madurai,Tamil Nadu,2021-05-17,02:06:41,Rainy,Highway,5,6,28.726699,76.952245
Kohima,Nagaland,2023-11-14,21:20:39,Rainy,Highway,5,7,28.225453,86.900512
Dehradun,Uttarakhand,2023-05-03,20:12:23,Clear,Urban Road,1,0,9.339336,87.07757
Jabalpur,Madhya Pradesh,2022-06-10,07:34:36,Clear,Rural Road,1,9,10.980492,84.413273
Dibrugarh,Assam,2021-11-19,16:47:37,Foggy,Urban Road,5,7,10.961771,89.213089
Vadodara,Gujarat,2023-02-20,09:38:02,Stormy,Highway,1,10,17.455968,78.186803
New Delhi,Delhi,2024-06-06,07:57:25,Foggy,Urban Road,1,3,33.75862,75.110062
Margao,Goa,2023-11-26,10:49:55,Cloudy,Highway,2,1,31.925171,74.788394
Dibrugarh,Assam,2025-01-14,13:45:12,Foggy,Highway,4,5,15.490868,68.362012
Dibrugarh,Assam,2023-03-09,04:56:34,Foggy,Rural Road,4,10,27.389629,85.100155
Darjeeling,West Bengal,2022-10-15,08:20:36,Cloudy,Rural Road,2,3,20.428578,76.897689
Agartala,Tripura,2023-10-23,07:01:00,Foggy,Rural Road,3,3,29.251921,93.300965
Jabalpur,Madhya Pradesh,2023-04-14,02:51:44,Cloudy,Urban Road,5,8,29.983544,82.341313
Dharamshala,Himachal Pradesh,2022-06-17,01:39:44,Foggy,Highway,5,1,35.964096,83.07998
Ludhiana,Punjab,2022-09-20,05:15:27,Cloudy,Highway,4,1,13.755321,69.747133
Pune,Maharashtra,2021-10-01,13:01:44,Stormy,Rural Road,2,0,34.298074,81.901573
Aizawl,Mizoram,2024-07-25,10:48:42,Clear,Urban Road,2,6,22.937937,75.311846
Hyderabad,Telangana,2023-06-03,13:48:32,Clear,Urban Road,5,9,33.94245,86.802062
Shillong,Meghalaya,2021-11-23,14:03:46,Cloudy,Urban Road,4,1,23.186807,96.304773
Vadodara,Gujarat,2023-10-01,18:27:58,Rainy,Highway,4,1,10.699026,86.955261
Madurai,Tamil Nadu,2022-02-17,13:27:49,Cloudy,Urban Road,3,6,19.875977,74.34224
Warangal,Telangana,2024-09-01,14:59:18,Clear,Urban Road,4,4,31.428515,92.229398
Agartala,Tripura,2021-10-15,17:47:15,Foggy,Rural Road,1,3,15.486617,91.306251
Mumbai,Maharashtra,2024-10-24,16:42:53,Clear,Urban Road,5,6,24.109473,87.833913
Pune,Maharashtra,2022-10-03,21:44:09,Stormy,Highway,1,0,19.844706,70.999647
Bhubaneswar,Odisha,2024-10-07,20:29:09,Stormy,Rural Road,1,2,22.339045,91.637862
Hyderabad,Telangana,2023-07-18,16:02:41,Stormy,Urban Road,5,8,27.630136,75.040493
Wayanad,Kerala,2022-01-09,23:06:57,Clear,Highway,3,9,18.602171,93.2838
Imphal,Manipur,2023-07-28,14:32:06,Foggy,Highway,3,3,26.269911,72.601103
Hubli,Karnataka,2023-05-22,05:31:30,Cloudy,Urban Road,1,3,19.460179,77.657835
Kohima,Nagaland,2023-02-23,21:45:30,Stormy,Highway,4,10,14.616954,72.112916
New Delhi,Delhi,2021-05-12,04:15:27,Stormy,Highway,4,9,30.612971,95.730544
Warangal,Telangana,2022-04-17,12:31:30,Stormy,Highway,4,0,16.759667,79.139028
Guwahati,Assam,2022-10-27,15:33:37,Stormy,Rural Road,2,4,33.79087,74.352977
Warangal,Telangana,2024-12-11,14:53:48,Clear,Highway,1,1,32.738161,70.399279
Jabalpur,Madhya Pradesh,2023-08-11,18:53:11,Cloudy,Highway,4,1,14.70347,95.993442
Cuttack,Odisha,2021-11-12,13:32:43,Clear,Urban Road,2,1,36.482415,90.282035
Bhubaneswar,Odisha,2022-08-10,17:04:44,Stormy,Urban Road,4,9,25.57845,86.51285
Ranchi,Jharkhand,2024-01-20,20:06:47,Cloudy,Rural Road,1,2,12.094862,81.251898
Imphal,Manipur,2023-12-17,12:10:08,Rainy,Rural Road,3,10,14.833833,85.439834
Dibrugarh,Assam,2024-07-09,01:19:34,Foggy,Urban Road,3,2,12.980348,70.107024
Margao,Goa,2024-08-27,20:46:18,Foggy,Highway,2,5,14.925734,87.364392
Dharamshala,Himachal Pradesh,2022-07-10,02:54:52,Rainy,Urban Road,4,3,24.147957,92.740376
Bhubaneswar,Odisha,2023-09-13,23:19:07,Foggy,Rural Road,5,5,30.004756,84.889202
Imphal,Manipur,2023-07-17,11:38:23,Rainy,Urban Road,4,2,15.436336,91.825111
New Delhi,Delhi,2024-09-24,21:32:42,Clear,Urban Road,3,10,30.118857,82.029896
Mysuru,Karnataka,2022-06-14,17:06:01,Stormy,Rural Road,4,6,18.310036,84.505282
Dehradun,Uttarakhand,2022-02-28,11:38:12,Foggy,Urban Road,5,7,27.204644,85.491444
Imphal,Manipur,2021-10-16,02:11:07,Clear,Highway,1,2,11.082556,91.862218
Imphal,Manipur,2023-11-09,01:40:52,Foggy,Urban Road,1,1,14.296,69.550199
Kolkata,West Bengal,2023-05-16,09:56:17,Rainy,Rural Road,2,3,8.447838,87.144829
Varanasi,Uttar Pradesh,2022-06-02,09:24:11,Rainy,Highway,1,6,26.095385,86.624347
Gaya,Bihar,2024-05-14,11:42:31,Stormy,Rural Road,3,4,20.138183,70.174837
Agartala,Tripura,2024-01-08,15:51:05,Clear,Rural Road,2,2,30.165433,71.773047
